soc,title,group,group_name,phys_share,ai_tech,robot_tech,barrier,raw_capability,displacement,primary_threat,national_employment,outflow,inflow,net_flow,net_flow_pct
49-2021,"Radio, Cellular & Tower Equipment Installers",49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,9780.0,4205.0,38696.0,34491.0,352.7
49-2022,Telecommunications Equipment Installers & Repairers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,149440.0,64259.0,38630.0,-25629.0,-17.2
49-2091,Avionics Technicians,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,20290.0,8725.0,38691.0,29967.0,147.7
49-2092,"Electric Motor, Power Tool & Related Repairers",49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,16180.0,6957.0,38693.0,31736.0,196.1
49-2093,Electrical & Electronics Installers & Repairers (Transportation),49,Install/Maint/Repair,70,12,59,10,44.9,40,Robotic,6080.0,2432.0,41678.0,39246.0,645.5
49-2094,Electrical & Electronics Repairers (Commercial/Industrial),49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,56590.0,24334.0,38674.0,14340.0,25.3
49-2095,Electrical & Electronics Repairers (Powerhouse),49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,22890.0,9843.0,38690.0,28847.0,126.0
49-2096,Electronic Equipment Installers & Repairers (Motor Vehicles),49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,9160.0,3939.0,38697.0,34758.0,379.5
49-2097,Electronic Home Entertainment Equipment Installers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,20330.0,8742.0,38691.0,29950.0,147.3
49-2098,Security & Fire Alarm Systems Installers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,79640.0,34245.0,38663.0,4418.0,5.5
49-3011,Aircraft Mechanics & Service Technicians,49,Install/Maint/Repair,78,19,62,10,52.5,47,Robotic,134220.0,63083.0,30738.0,-32345.0,-24.1
49-3021,Automotive Body & Related Repairers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,152770.0,65691.0,38628.0,-27063.0,-17.7
49-3022,Automotive Glass Installers & Repairers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,17680.0,7602.0,38693.0,31090.0,175.9
49-3023,Automotive Service Technicians & Mechanics,49,Install/Maint/Repair,78,19,62,10,52.5,47,Robotic,680490.0,319830.0,30477.0,-289354.0,-42.5
49-3031,Bus & Truck Mechanics & Diesel Engine Specialists,49,Install/Maint/Repair,78,19,62,10,52.5,47,Robotic,283620.0,133301.0,30667.0,-102635.0,-36.2
49-3041,Farm Equipment Mechanics & Service Technicians,49,Install/Maint/Repair,78,19,62,10,52.5,47,Robotic,36560.0,17183.0,30785.0,13602.0,37.2
49-3042,Mobile Heavy Equipment Mechanics,49,Install/Maint/Repair,78,19,62,10,52.5,47,Robotic,177050.0,83214.0,30718.0,-52496.0,-29.7
49-3043,Rail Car Repairers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,16770.0,7211.0,38693.0,31482.0,187.7
49-3051,Motorboat Mechanics & Service Technicians,49,Install/Maint/Repair,78,19,62,10,52.5,47,Robotic,24000.0,11280.0,30791.0,19511.0,81.3
49-3052,Motorcycle Mechanics,49,Install/Maint/Repair,78,19,62,10,52.5,47,Robotic,13340.0,6270.0,30796.0,24526.0,183.9
49-3053,Outdoor Power Equipment & Small Engine Mechanics,49,Install/Maint/Repair,78,19,62,10,52.5,47,Robotic,33840.0,15905.0,30786.0,14882.0,44.0
49-3091,Bicycle Repairers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,11610.0,4992.0,38696.0,33703.0,290.3
49-3092,Home Appliance Repairers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,17860.0,7680.0,38693.0,31013.0,173.6
49-3093,Mechanical Door Repairers,49,Install/Maint/Repair,78,19,62,10,52.5,47,Robotic,104380.0,49059.0,30753.0,-18306.0,-17.5
49-3094,Locksmiths & Safe Repairers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,0.0,0.0,38701.0,38701.0,
49-3099,Vehicle & Mobile Equipment Mechanics NEC,49,Install/Maint/Repair,78,19,62,10,52.5,47,Robotic,0.0,0.0,30803.0,30803.0,
49-9010,Control & Valve Installers & Repairers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,0.0,0.0,38701.0,38701.0,
49-9011,Mechanical Insulation Workers,49,Install/Maint/Repair,78,19,62,10,52.5,47,Robotic,25250.0,11868.0,30791.0,18923.0,74.9
49-9012,"Coin, Vending & Amusement Machine Servicers",49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,45650.0,19630.0,38679.0,19050.0,41.7
49-9021,"Heating, Air Conditioning & Refrigeration Mechanics",49,Install/Maint/Repair,78,19,62,10,52.5,47,Robotic,389310.0,182976.0,30616.0,-152360.0,-39.1
49-9031,Home Appliance Repairers (Nec),49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,29330.0,12612.0,38687.0,26075.0,88.9
49-9041,Industrial Machinery Mechanics,49,Install/Maint/Repair,78,19,62,10,52.5,47,Robotic,419280.0,197062.0,30602.0,-166460.0,-39.7
49-9043,Maintenance Workers (Machinery),49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,55780.0,23985.0,38674.0,14689.0,26.3
49-9044,Millwrights,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,39740.0,17088.0,38682.0,21594.0,54.3
49-9045,Refractory Materials Repairers,49,Install/Maint/Repair,70,22,59,55,47.9,22,Robotic,410.0,90.0,72471.0,72380.0,17653.8
49-9051,Electrical Power-Line Installers & Repairers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,122290.0,52585.0,38643.0,-13942.0,-11.4
49-9052,Telecommunications Line Installers & Repairers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,98460.0,42338.0,38654.0,-3684.0,-3.7
49-9061,Camera & Photographic Equipment Repairers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,830.0,357.0,38701.0,38344.0,4619.7
49-9062,Medical Equipment Repairers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,59810.0,25718.0,38673.0,12954.0,21.7
49-9063,Musical Instrument Repairers & Tuners,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,5340.0,2296.0,38699.0,36402.0,681.7
49-9064,Watch & Clock Repairers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,410.0,176.0,38701.0,38525.0,9396.3
49-9069,Precision Instrument & Equipment Repairers NEC,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,9360.0,4025.0,38697.0,34672.0,370.4
49-9071,Maintenance & Repair Workers (General),49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,1522880.0,654838.0,37973.0,-616865.0,-40.5
49-9091,"Coin, Vending & Amusement Machine Servicers (Nec)",49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,27710.0,11915.0,38688.0,26773.0,96.6
49-9094,Manufactured Building & Mobile Home Installers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,15100.0,6493.0,38694.0,32201.0,213.3
49-9095,Riggers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,1180.0,507.0,38701.0,38193.0,3236.7
49-9096,Signal & Track Switch Repairers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,23600.0,10148.0,38690.0,28542.0,120.9
49-9097,Tire Repairers & Changers,49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,6840.0,2941.0,38698.0,35757.0,522.8
49-9098,"Helpers (Installation, Maintenance & Repair Workers)",49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,99000.0,42570.0,38654.0,-3916.0,-4.0
49-9099,"Installation, Maintenance & Repair Workers NEC",49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,179310.0,77103.0,38615.0,-38488.0,-21.5
51-1011,First-Line Supervisors of Production Workers,51,Production,85,5,64,5,55.1,52,Robotic,679850.0,353522.0,22891.0,-330631.0,-48.6
51-2011,"Aircraft Structure, Surfaces, Rigging & Systems Assemblers",51,Production,85,5,79,5,67.9,65,Robotic,30860.0,20059.0,12327.0,-7732.0,-25.1
51-2021,"Coil Winders, Tapers & Finishers",51,Production,85,5,64,5,55.1,52,Robotic,11810.0,6141.0,23197.0,17056.0,144.4
51-2022,Electrical & Electronic Equipment Assemblers,51,Production,85,5,83,5,71.3,68,Robotic,0.0,0.0,10312.0,10312.0,
51-2023,Electromechanical Equipment Assemblers,51,Production,85,5,79,5,67.9,65,Robotic,0.0,0.0,12337.0,12337.0,
51-2031,Engine & Other Machine Assemblers,51,Production,85,5,79,5,67.9,65,Robotic,37430.0,24330.0,12325.0,-12004.0,-32.1
51-2041,Structural Metal Fabricators & Fitters,51,Production,85,5,38,5,33.0,31,Robotic,49620.0,15382.0,47918.0,32536.0,65.6
51-2051,Fiberglass Laminators & Fabricators,51,Production,85,5,38,5,33.0,31,Robotic,18240.0,5654.0,47936.0,42282.0,231.8
51-2061,Timing Device Assemblers & Adjusters,51,Production,85,5,79,5,67.9,65,Robotic,0.0,0.0,12337.0,12337.0,
51-2090,Assemblers & Fabricators NEC,51,Production,85,5,53,5,45.8,44,Robotic,1459190.0,642044.0,30811.0,-611233.0,-41.9
51-2092,Team Assemblers,51,Production,85,5,79,5,67.9,65,Robotic,0.0,0.0,12337.0,12337.0,
51-3011,Bakers,51,Production,85,5,64,5,55.1,52,Robotic,229860.0,119527.0,23097.0,-96430.0,-42.0
51-3021,Butchers & Meat Cutters,51,Production,85,5,44,5,38.1,36,Robotic,140640.0,50630.0,41170.0,-9460.0,-6.7
51-3022,"Meat, Poultry & Fish Cutters & Trimmers",51,Production,85,5,44,5,38.1,36,Robotic,135760.0,48874.0,41173.0,-7701.0,-5.7
51-3023,Slaughterers & Meat Packers,51,Production,85,5,44,5,38.1,36,Robotic,66950.0,24102.0,41212.0,17110.0,25.6
51-3091,"Food & Tobacco Roasting, Baking & Drying Machine Operators",51,Production,85,5,56,5,48.4,46,Robotic,17500.0,8050.0,29357.0,21307.0,121.8
51-3092,Food Batchmakers,51,Production,85,5,44,5,38.1,36,Robotic,169130.0,60887.0,41154.0,-19733.0,-11.7
51-3093,Food Cooking Machine Operators & Tenders,51,Production,85,5,56,5,48.4,46,Robotic,26140.0,12024.0,29353.0,17328.0,66.3
51-3099,Food Processing Workers NEC,51,Production,85,5,44,5,38.1,36,Robotic,56950.0,20502.0,41217.0,20715.0,36.4
51-4011,Computer Numerically Controlled Tool Operators,51,Production,85,5,64,5,55.1,52,Robotic,0.0,0.0,23203.0,23203.0,
51-4012,CNC Tool Programmers,51,Production,80,10,74,5,61.2,58,Robotic,0.0,0.0,18699.0,18699.0,
51-4021,Extruding & Drawing Machine Operators,51,Production,85,5,76,5,65.3,62,Robotic,65810.0,40802.0,14520.0,-26283.0,-39.9
51-4022,Forging Machine Setters & Operators,51,Production,85,5,64,5,55.1,52,Robotic,7560.0,3931.0,23199.0,19268.0,254.9
51-4023,Rolling Machine Setters & Operators,51,Production,85,5,64,5,55.1,52,Robotic,22160.0,11523.0,23193.0,11669.0,52.7
51-4031,"Cutting, Punching & Press Machine Operators",51,Production,85,5,88,5,75.5,72,Robotic,172760.0,124387.0,7858.0,-116529.0,-67.5
51-4032,Drilling & Boring Machine Tool Setters & Operators,51,Production,85,5,64,5,55.1,52,Robotic,4290.0,2231.0,23201.0,20970.0,488.8
51-4033,"Grinding, Lapping, Polishing & Buffing Machine Operators",51,Production,85,5,76,5,65.3,62,Robotic,69450.0,43059.0,14518.0,-28541.0,-41.1
51-4034,Lathe & Turning Machine Tool Setters & Operators,51,Production,85,5,64,5,55.1,52,Robotic,18830.0,9792.0,23194.0,13403.0,71.2
51-4035,Milling & Planing Machine Setters & Operators,51,Production,85,5,64,5,55.1,52,Robotic,13140.0,6833.0,23197.0,16364.0,124.5
51-4041,Machinists,51,Production,85,5,64,5,55.1,52,Robotic,297150.0,154518.0,23067.0,-131451.0,-44.2
51-4051,Metal-Refining Furnace Operators & Tenders,51,Production,85,5,64,5,55.1,52,Robotic,20050.0,10426.0,23194.0,12768.0,63.7
51-4052,Pourers & Casters (Metal),51,Production,85,5,64,5,55.1,52,Robotic,5400.0,2808.0,23200.0,20392.0,377.6
51-4061,Model Makers (Metal & Plastic),51,Production,85,5,62,5,53.5,51,Robotic,2780.0,1418.0,24178.0,22761.0,818.7
51-4062,Patternmakers (Metal & Plastic),51,Production,85,5,62,5,53.5,51,Robotic,1290.0,658.0,24179.0,23521.0,1823.3
51-4071,Foundry Mold & Coremakers,51,Production,85,5,64,5,55.1,52,Robotic,11950.0,6214.0,23197.0,16983.0,142.1
51-4072,"Molding, Coremaking & Casting Machine Operators",51,Production,85,5,76,5,65.3,62,Robotic,154220.0,95616.0,14489.0,-81127.0,-52.6
51-4081,Multiple Machine Tool Setters & Operators,51,Production,85,5,64,5,55.1,52,Robotic,127520.0,66310.0,23144.0,-43166.0,-33.9
51-4111,Tool & Die Makers,51,Production,85,5,64,5,55.1,52,Robotic,54840.0,28517.0,23178.0,-5339.0,-9.7
51-4121,"Welders, Cutters & Welder Fitters",51,Production,95,5,87,5,82.9,79,Robotic,421450.0,332946.0,4005.0,-328941.0,-78.0
51-4122,"Welding, Soldering & Brazing Machine Operators",51,Production,95,5,95,5,90.5,86,Robotic,36030.0,30986.0,1804.0,-29181.0,-81.0
51-4191,Heat Treating Equipment Setters & Operators,51,Production,85,5,64,5,55.1,52,Robotic,14350.0,7462.0,23196.0,15734.0,109.6
51-4192,Layout Workers (Metal & Plastic),51,Production,85,5,62,5,53.5,51,Robotic,3750.0,1912.0,24178.0,22265.0,593.7
51-4193,Plating Machine Operators,51,Production,85,5,76,5,65.3,62,Robotic,31220.0,19356.0,14531.0,-4825.0,-15.5
51-4194,"Tool Grinders, Filers & Sharpeners",51,Production,85,5,64,5,55.1,52,Robotic,5210.0,2709.0,23200.0,20491.0,393.3
51-4199,Metal Workers & Plastic Workers NEC,51,Production,85,5,62,5,53.5,51,Robotic,19030.0,9705.0,24171.0,14465.0,76.0
51-5111,Prepress Technicians & Workers,51,Production,85,5,76,5,65.3,62,Robotic,22230.0,13783.0,14534.0,752.0,3.4
51-5112,Printing Press Operators,51,Production,85,5,76,5,65.3,62,Robotic,143770.0,89137.0,14493.0,-74645.0,-51.9
51-5113,Print Binding & Finishing Workers,51,Production,85,5,64,5,55.1,52,Robotic,36110.0,18777.0,23186.0,4409.0,12.2
51-6011,Laundry & Dry-Cleaning Workers,51,Production,85,5,64,5,55.1,52,Robotic,192620.0,100162.0,23115.0,-77048.0,-40.0
51-6021,"Pressers (Textile, Garment & Related)",51,Production,85,5,50,5,43.2,41,Robotic,26680.0,10939.0,35041.0,24103.0,90.3
51-6031,Sewing Machine Operators,51,Production,85,5,50,5,43.2,41,Robotic,115180.0,47224.0,34993.0,-12231.0,-10.6
51-6041,Shoe & Leather Workers & Repairers,51,Production,85,5,64,5,55.1,52,Robotic,7010.0,3645.0,23200.0,19554.0,279.0
51-6042,Shoe Machine Operators & Tenders,51,Production,85,5,76,5,65.3,62,Robotic,1620.0,1004.0,14542.0,13537.0,835.6
51-6051,Sewers (Hand),51,Production,85,5,64,5,55.1,52,Robotic,1610.0,837.0,23202.0,22365.0,1389.1
51-6052,"Tailors, Dressmakers & Custom Sewers",51,Production,85,5,64,5,55.1,52,Robotic,15490.0,8055.0,23196.0,15141.0,97.7
51-6061,Textile Bleaching & Dyeing Machine Operators,51,Production,85,5,50,5,43.2,41,Robotic,4890.0,2005.0,35053.0,33048.0,675.8
51-6062,Textile Cutting Machine Operators,51,Production,85,5,50,5,43.2,41,Robotic,8830.0,3620.0,35051.0,31431.0,356.0
51-6063,Textile Knitting & Weaving Machine Operators,51,Production,85,5,50,5,43.2,41,Robotic,14000.0,5740.0,35048.0,29308.0,209.3
51-6064,"Textile Winding, Twisting & Drawing Machine Operators",51,Production,85,5,50,5,43.2,41,Robotic,19510.0,7999.0,35045.0,27046.0,138.6
51-6091,Extruding & Forming Machine Operators (Synthetic/Glass),51,Production,85,5,76,5,65.3,62,Robotic,13200.0,8184.0,14538.0,6354.0,48.1
51-6092,Fabric & Apparel Patternmakers,51,Production,85,5,38,5,33.0,31,Robotic,2500.0,775.0,47945.0,47170.0,1886.8
51-6093,Upholsterers,51,Production,85,5,64,5,55.1,52,Robotic,20370.0,10592.0,23194.0,12601.0,61.9
51-6099,"Textile, Apparel & Furnishings Workers NEC",51,Production,85,5,38,5,33.0,31,Robotic,13860.0,4297.0,47939.0,43642.0,314.9
51-7011,Cabinetmakers & Bench Carpenters,51,Production,93,5,24,5,22.7,22,Robotic,78690.0,17312.0,57052.0,39740.0,50.5
51-7021,Furniture Finishers,51,Production,85,5,64,5,55.1,52,Robotic,13930.0,7244.0,23196.0,15953.0,114.5
51-7031,Model Makers (Wood),51,Production,85,5,34,5,29.6,28,Robotic,100.0,28.0,52206.0,52178.0,52178.4
51-7032,Patternmakers (Wood),51,Production,85,5,34,5,29.6,28,Robotic,50.0,14.0,52206.0,52192.0,104384.8
51-7041,Sawing Machine Setters & Operators,51,Production,85,5,64,5,55.1,52,Robotic,42840.0,22277.0,23183.0,906.0,2.1
51-7042,Woodworking Machine Setters & Operators NEC,51,Production,85,5,34,5,29.6,28,Robotic,61070.0,17100.0,52172.0,35073.0,57.4
51-7099,Woodworkers NEC,51,Production,85,5,34,5,29.6,28,Robotic,5590.0,1565.0,52203.0,50638.0,905.9
51-8011,Nuclear Power Reactor Operators,51,Production,85,5,64,55,55.1,25,Robotic,1630.0,408.0,56647.0,56239.0,3450.3
51-8012,Power Distributors & Dispatchers,51,Production,85,5,64,5,55.1,52,Robotic,8810.0,4581.0,23199.0,18618.0,211.3
51-8013,Power Plant Operators,51,Production,85,5,64,5,55.1,52,Robotic,30480.0,15850.0,23189.0,7339.0,24.1
51-8021,Stationary Engineers & Boiler Operators,51,Production,85,5,64,5,55.1,52,Robotic,30270.0,15740.0,23189.0,7449.0,24.6
51-8031,Water & Wastewater Treatment Plant Operators,51,Production,85,5,64,5,55.1,52,Robotic,124640.0,64813.0,23146.0,-41667.0,-33.4
51-8091,Chemical Plant & System Operators,51,Production,85,5,46,5,39.9,38,Robotic,15120.0,5746.0,38703.0,32958.0,218.0
51-8092,Gas Plant Operators,51,Production,85,5,64,5,55.1,52,Robotic,14660.0,7623.0,23196.0,15573.0,106.2
51-8093,Petroleum Pump System Operators & Gaugers,51,Production,85,5,64,5,55.1,52,Robotic,34310.0,17841.0,23187.0,5346.0,15.6
51-8099,Plant & System Operators NEC,51,Production,85,5,64,5,55.1,52,Robotic,14420.0,7498.0,23196.0,15698.0,108.9
51-9011,Chemical Equipment Operators & Tenders,51,Production,85,5,46,5,39.9,38,Robotic,128390.0,48788.0,38640.0,-10148.0,-7.9
51-9012,"Separating, Filtering & Clarifying Machine Operators",51,Production,85,5,76,5,65.3,62,Robotic,52030.0,32259.0,14524.0,-17734.0,-34.1
51-9013,"Crushing, Grinding, Polishing & Buffing Machine Operators",51,Production,85,5,76,5,65.3,62,Robotic,0.0,0.0,14542.0,14542.0,
51-9021,"Crushing, Grinding & Polishing Machine Operators (Nec)",51,Production,85,5,76,5,65.3,62,Robotic,27300.0,16926.0,14533.0,-2393.0,-8.8
51-9022,Grinding & Lapping Machine Operators (Nec),51,Production,85,5,76,5,65.3,62,Robotic,11120.0,6894.0,14538.0,7644.0,68.7
51-9023,Mixing & Blending Machine Setters & Operators,51,Production,85,5,64,5,55.1,52,Robotic,101060.0,52551.0,23157.0,-29395.0,-29.1
51-9031,"Coating, Painting & Spraying Machine Operators",51,Production,85,5,86,5,73.8,70,Robotic,5780.0,4046.0,9062.0,5016.0,86.8
51-9032,Cutting & Slicing Machine Operators,51,Production,85,5,76,5,65.3,62,Robotic,46930.0,29097.0,14526.0,-14571.0,-31.0
51-9041,"Extruding, Forming, Pressing & Compacting Machine Operators",51,Production,85,5,88,5,75.5,72,Robotic,57280.0,41242.0,7883.0,-33359.0,-58.2
51-9051,"Furnace, Kiln, Oven, Drier & Kettle Operators",51,Production,85,5,64,5,55.1,52,Robotic,16050.0,8346.0,23196.0,14850.0,92.5
51-9061,"Inspectors, Testers, Sorters, Samplers & Weighers",51,Production,85,5,79,5,67.9,65,Robotic,590530.0,383844.0,12157.0,-371688.0,-62.9
51-9071,Jewelers & Precious Stone & Metal Workers,51,Production,85,5,64,5,55.1,52,Robotic,22620.0,11762.0,23192.0,11430.0,50.5
51-9081,Dental Laboratory Technicians,51,Production,85,5,64,5,55.1,52,Robotic,33230.0,17280.0,23188.0,5908.0,17.8
51-9082,Medical Appliance Technicians,51,Production,85,5,64,5,55.1,52,Robotic,11320.0,5886.0,23198.0,17311.0,152.9
51-9083,Ophthalmic Laboratory Technicians,51,Production,85,5,64,5,55.1,52,Robotic,18810.0,9781.0,23194.0,13413.0,71.3
51-9111,Packaging & Filling Machine Operators,51,Production,85,5,94,5,80.7,77,Robotic,383810.0,295534.0,5268.0,-290266.0,-75.6
51-9121,"Coating, Painting & Spraying Machine Operators (Nec)",51,Production,85,5,86,5,73.8,70,Robotic,0.0,0.0,9064.0,9064.0,
51-9122,Painters (Transportation Equipment),51,Production,85,5,74,5,63.6,60,Robotic,0.0,0.0,16113.0,16113.0,
51-9123,"Painting, Coating & Decorating Workers",51,Production,85,5,74,5,63.6,60,Robotic,8070.0,4842.0,16110.0,11268.0,139.6
51-9131,Photographic Process Workers & Processing Machine Operators,51,Production,85,5,76,5,65.3,62,Robotic,0.0,0.0,14542.0,14542.0,
51-9141,Semiconductor Processing Technicians,51,Production,85,5,68,5,58.5,56,Robotic,26190.0,14666.0,19486.0,4820.0,18.4
51-9151,Adhesive Bonding Machine Operators & Tenders,51,Production,85,5,76,5,65.3,62,Robotic,4660.0,2889.0,14540.0,11651.0,250.0
51-9161,Computer Numerically Controlled Tool Operators (Nec),51,Production,85,5,64,5,55.1,52,Robotic,175750.0,91390.0,23122.0,-68268.0,-38.8
51-9191,Cementing & Gluing Machine Operators,51,Production,85,5,76,5,65.3,62,Robotic,11420.0,7080.0,14538.0,7458.0,65.3
51-9192,"Cleaning, Washing & Metal Pickling Equipment Operators",51,Production,85,5,64,5,55.1,52,Robotic,14100.0,7332.0,23196.0,15864.0,112.5
51-9193,Cooling & Freezing Equipment Operators,51,Production,85,5,64,5,55.1,52,Robotic,5340.0,2777.0,23200.0,20424.0,382.5
51-9194,Etchers & Engravers,51,Production,85,5,64,5,55.1,52,Robotic,7950.0,4134.0,23199.0,19065.0,239.8
51-9195,"Molders, Shapers & Casters (Except Metal & Plastic)",51,Production,85,5,62,5,53.5,51,Robotic,33850.0,17264.0,24164.0,6900.0,20.4
51-9196,Paper Goods Machine Setters & Operators,51,Production,85,5,64,5,55.1,52,Robotic,96700.0,50284.0,23159.0,-27125.0,-28.1
51-9197,Tire Builders,51,Production,85,5,64,5,55.1,52,Robotic,13250.0,6890.0,23197.0,16307.0,123.1
51-9198,Helpers (Production Workers),51,Production,85,5,64,5,55.1,52,Robotic,168170.0,87448.0,23126.0,-64323.0,-38.2
51-9199,Production Workers NEC,51,Production,85,5,64,5,55.1,52,Robotic,278050.0,144586.0,23075.0,-121511.0,-43.7
53-1041,First-Line Supervisors of Transportation Workers,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,8450.0,3296.0,38466.0,35171.0,416.2
53-1042,"First-Line Supervisors of Helpers, Laborers & Material Movers",53,Transportation & Material Moving,94,5,55,8,52.0,48,Robotic,0.0,0.0,25167.0,25167.0,
53-1044,First-Line Supervisors of Passenger Attendants,53,Transportation & Material Moving,90,5,54,8,49.1,45,Robotic,0.0,0.0,29166.0,29166.0,
53-2011,"Airline Pilots, Copilots & Flight Engineers",53,Transportation & Material Moving,82,5,51,68,42.7,14,Robotic,65670.0,9194.0,76440.0,67246.0,102.4
53-2012,Commercial Pilots,53,Transportation & Material Moving,82,5,51,68,42.7,14,Robotic,50750.0,7105.0,76446.0,69341.0,136.6
53-2021,Air Traffic Controllers,53,Transportation & Material Moving,82,5,51,62,42.7,16,Robotic,20500.0,3280.0,72942.0,69662.0,339.8
53-2022,Airfield Operations Specialists,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,14650.0,5714.0,38463.0,32749.0,223.5
53-2031,Flight Attendants,53,Transportation & Material Moving,90,5,54,8,49.1,45,Robotic,88210.0,39694.0,29119.0,-10576.0,-12.0
53-3011,Ambulance Drivers & Attendants,53,Transportation & Material Moving,90,5,54,8,49.1,45,Robotic,11070.0,4982.0,29160.0,24179.0,218.4
53-3031,Driver/Sales Workers,53,Transportation & Material Moving,92,5,54,8,50.1,46,Robotic,407850.0,187611.0,27401.0,-160210.0,-39.3
53-3032,Heavy & Tractor-Trailer Truck Drivers,53,Transportation & Material Moving,82,5,63,55,52.6,24,Robotic,2053320.0,492797.0,58652.0,-434145.0,-21.1
53-3033,Light Truck Drivers,53,Transportation & Material Moving,82,5,63,8,52.6,48,Robotic,986840.0,473683.0,27477.0,-446206.0,-45.2
53-3041,Taxi Drivers,53,Transportation & Material Moving,82,5,65,8,54.2,50,Robotic,0.0,0.0,25847.0,25847.0,
53-3042,Rideshare Drivers,53,Transportation & Material Moving,82,5,65,8,54.2,50,Robotic,0.0,0.0,25847.0,25847.0,
53-3051,Bus Drivers (Transit & Intercity),53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,385670.0,150411.0,38261.0,-112150.0,-29.1
53-3052,Bus Drivers (School),53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,146220.0,57026.0,38391.0,-18635.0,-12.7
53-3053,Shuttle Drivers & Chauffeurs,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,227690.0,88799.0,38347.0,-50452.0,-22.2
53-3054,Passenger Vehicle Drivers NEC,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,10720.0,4181.0,38465.0,34284.0,319.8
53-3061,Dredge Operators,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,0.0,0.0,38471.0,38471.0,
53-3062,Operating Engineers (Construction Equipment),53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,0.0,0.0,38471.0,38471.0,
53-3099,Motor Vehicle Operators NEC,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,46230.0,18030.0,38446.0,20416.0,44.2
53-4011,Locomotive Engineers,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,26560.0,10358.0,38456.0,28098.0,105.8
53-4012,"Rail Yard Engineers, Dinkey Operators",53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,0.0,0.0,38471.0,38471.0,
53-4013,Rail Car Repairers,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,1510.0,589.0,38470.0,37881.0,2508.7
53-4021,"Railroad Brake, Signal & Switch Operators",53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,0.0,0.0,38471.0,38471.0,
53-4031,Railroad Conductors & Yardmasters,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,34800.0,13572.0,38452.0,24880.0,71.5
53-4041,Subway & Streetcar Operators,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,3950.0,1540.0,38468.0,36928.0,934.9
53-4099,Rail Transportation Workers NEC,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,1110.0,433.0,38470.0,38037.0,3426.8
53-5011,Sailors & Marine Oilers,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,31240.0,12184.0,38454.0,26270.0,84.1
53-5021,"Captains, Mates & Pilots of Water Vessels",53,Transportation & Material Moving,82,5,51,68,42.7,14,Robotic,35240.0,4934.0,76452.0,71518.0,202.9
